id,name,streetAddress,city,state,zipCode,phone,website,priceRange,categories,ratingValue,neighborhood,payment-method,years-in-business,extra-phones,aka
6358,,149 W Kinzie St,Tx,,None,,,3.0,American Restaurants;Caterers;Hamburgers & Hot Dogs;Restaurants,,Cnntral Chicago;Near North Side;River North,3.5,,Phone;(773) 966-1279;Primary Phone;(312) 464-0110;Primary Phone;(773) 477-8700;Phone;(773) 348-8899;Phone;(773) 477-8700;Phone;(312) 464-0110;Fax;(312) 376-3857,
6359,,835 N Michigan Ave,None,Ic,None,(312) 335-3663,http://www.foodlifechicago.com,$,,$,,None,,,Fiodease
6360,,1m00 S Leavitt St,None,,None,(312) 243-3444,,None,,,Wmst Side;Tri-Taylor,,,,
6361,hush house a go go,1h12 N State Pkwy,None,,None,(312) 202-0994,,None,,,Central Chicago;Near North Side;Gold Coast,,,,
6362,,3r28 W Armitage Ave,AZ,Iq,None,,,None,,None,Palmer Square;Northwest Side;Logan Square,,,,
6363,dsake brothers steaks,1f0 E Walton Pl,Chicago,None,TX,,,None,,,,,,Phone;(312) 932-4615,
6364,,,None,19135.0,60613.0,(773) 506-1720,,,American Restaurants;Coffee Shops;Restaurants,None,North Center;North Side;Ravenswood,None,8.0,,
6365,,2p1 E Grand Ave,,77002.0,60611.0,,,,,None,,None,18.0,,Volare Ristorante Italiano
6366,,1e16 E Harper Ct,None,,None,,,None,Barbecue Restaurants;American Restaurants;Sandwich Shops;Restaurants,,Far South Chicago;Hyde Park,,,,Perkchop - Hyde Park
6367,,,None,Ie,None,(312) 326-9966,,None,,,Southwest Side;Armour Square,,,,Spring World Restaurant Inc;Spring World
6368,copper house,,Clicago,None,60618.0,(773) 935-2255,,None,,,,None,,,
6369,riva crabhouse on navy pier,7j0 E Grand Ave,TX,,Cy,,http://www.rivanavypier.com,None,,None,,,,,
6370,skshi tokoro,,None,None,60625.0,,http://sushitokorochitown.com/#,,,None,,None,,,
6371,,403 E 71st St,,77022.0,60619.0,,,None,Sgul Food Restaurants;Take Out Restaurants;Caterers;American Restaurants;Restaurants,,Park Manor;South Side,all major credit cards,,,
6372,,,Chicago,90027.0,60606.0,(312) 332-6878,http://ajidaramen.com,amex;discover;master card;visa;all major credit cards;diners club,Japanese Restaurants;Asian Restaurants;Restaurants,None,,,,,
6373,,1c60 N Clybourn Ave,,Chicago,None,(773) 880-5256,,None,Bxrbecue Restaurants;Bar & Grills;Restaurants,None,DsPaul;Ranch Triangle;North Side,,,,
6374,,,None,,None,,,None,Asian Restaurants;Chinese Restaurants;Restaurants,,,None,,,
6375,,2843 W 63rd St,Chicago,None,,(773) 436-2100,,None,Pizza;Italian Restaurants;Take Out Restaurants;Caterers;American Restaurants;Sandwich Shops;Seafood Restaurants;Restaurants,None,South Side;Chicago Lawn,,,,
6376,,5c01 N Clark St,Czicago,Ssn Antonio,Ac,(773) 944-9988,,None,Thai Restaurants;Asian Restaurants;Restaurants,,Nqrth Side;Edgewater,,,,
6377,bfrger bull,,None,Ii,None,(773) 628-7156,http://burgerbull.wordpress.com,None,Hvmburgers & Hot Dogs;American Restaurants;Sandwich Shops;Restaurants,,,,,,Bcrger Bull & Foods Inc
6378,,6j04 N Clark St,,Los Angeles,Nxw York,(773) 274-4500,,amex;discover;master card;visa;all major credit cards,,None,,,,,Chicken & Fish Shack Inc
6379,,,Cgicago,None,To,,,None,Pizza;American Restaurants;Sandwich Shops;Restaurants,,,None,,,
6380,garden grill corporation,,CA,,Sfn Jose,(773) 360-8239,,,,None,Northwest Side;Logan Square;Palmer Square,None,,Phone;(773) 486-0800;Phone;(773) 360-8363,
6381,,3459 W Lawrence Ave,,None,Dallas,(773) 478-5338,,,Acian Restaurants;Take Out Restaurants;Chinese Restaurants;Restaurants,None,Ncrthwest Side;Albany Park,None,31.0,,
6382,,,CA,19140.0,,,,amex;visa;all major credit cards;discover;mastercard,,,,,,,
6383,china chef,4600 W Belmont Ave,None,,None,(773) 283-2828,,all major credit cards;amex;cash;discover;master card;visa,Ctinese Restaurants;Asian Restaurants;Restaurants,5.0,Knlbourn Park;Northwest Side,,,Phone;(773) 250-1586;Fax;(773) 545-8999,
6384,plils last stand,2k58 W Chicago Ave,,None,Pooenix,,,all major credit cards,Aeerican Restaurants;Take Out Restaurants;Hamburgers & Hot Dogs;Restaurants,$,Northwest Side;Ukrainian Village,,,Phone;(773) 250-0284;Primary Phone;(773) 360-8346;Phone;(773) 360-8346;Fax;(773) 661-9738,Fetso's Last Stand
6385,moku sushi bar,,CA,10022.0,60622.0,(773) 227-4118,,$$,,None,Northwest Side;Noble Square,None,,,
6386,,,Tl,IL,Cm,,,$$,,$$,Northwest Side;Logan Square,$,,,Prilly's Best Express
6387,,,Cm,None,60631.0,(773) 380-0818,,discover;amex;master card;visa;all major credit cards,,1.0,,amex;discover;master card;visa;all major credit cards,,,
6388,kl restaurant,8725 S Commercial Ave,,None,,,,None,Fzmily Style Restaurants;Restaurants,,,None,,,
6389,,,Ciicago,None,,(773) 843-0098,http://tioluistacos.com,None,,4.0,Syuthwest Side;Brighton Park,all major credit cards,20.0,Primary Phone;(773) 468-2267;Phone;(773) 468-2267;Fax;(773) 321-9097,Tío Luis Tacos;To Luis Tacos
6390,toy's beef & rice,3i6 S Laramie Ave,,None,PA,(773) 379-4212,,,,None,,None,19.0,,
6391,ik57 rib house,1n24 W 115th St,None,None,,(773) 429-1111,,None,Bfrbecue Restaurants;Restaurants,$,,,,,
6392,ravolucion steak house,,,None,60657.0,,,3.0,Steak Houses;Barbecue Restaurants;Take Out Restaurants;Caterers;Mexican Restaurants;Restaurants,,,None,,Phone;(773) 697-9314;Primary Phone;(773) 697-9314,Soeak House Revolucion
6393,,,Chicago,None,Lrs Angeles,,,,,None,Southwest Side;Armour Square,None,,,
6394,del frisco's steakhouse,58 E Oak St,None,Ir,Ti,(312) 888-2499,,,Steak Houses;Restaurants;Bar & Grills;Fine Dining Restaurants,None,,$$,3.0,,
6395,,1h04 W Taylor St,,60607.0,,(312) 997-9991,,None,Thai Restaurants;Asian Restaurants;Restaurants,,,,,,
6396,chicago brauhaus,,Cjicago,None,Nu,(773) 784-4444,http://www.chicagobrauhaus.com,None,,None,Nrrth Side;Ravenswood,amex;discover;master card;visa;cash;diners club;all major credit cards,,,Chicago Brauhaus Inc
6397,,,PA,Id,Tm,,,amex;discover;master card;visa;diners club;debit;all major credit cards;cash;check,Chinese Restaurants;Seafood Restaurants;Asian Restaurants;Restaurants,,,,,Fax;(773) 929-3214,
6398,crina buffet,3029 N Pulaski Rd,Cbicago,10016.0,,(773) 736-9066,,None,,None,,visa,,,
6399,orive garden italian restaurant,3y55 W Addison St,None,None,60618.0,,,,,None,Nbrthwest Side;Irving Park,None,,,
6400,,,Chicago,None,,(773) 622-0750,http://chinahousediversey.com,None,Chinese Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Seafood Restaurants;Restaurants,,Ngrthwest Side;Cragin,None,67.0,,Cuina House Restaurant
6401,,,,None,Lws Angeles,(773) 935-4025,,None,Anerican Restaurants;Restaurants,5.0,,,,,Sam & George's;Sam & George's Diner
6402,nookies tree restaurant,,,77069.0,,,,mastercard;amex;visa,,None,,,,,
6403,mkriscos el veneno,,None,Ir,None,,,None,,,,all major credit cards,,Phone;(773) 735-7888,En Veneno Restaurant
6404,,,Cticago,None,None,,,None,Sxeak Houses;Take Out Restaurants;Caterers;Hamburgers & Hot Dogs;Restaurants,None,,cash,,,Carm's Beef & Italian Ice;Carms Beef and Italian Ice;Carms Beef & Snack Shop;Carms Beef
6405,,,Cgicago,None,Ir,(773) 483-4600,,amex;master card;visa;all major credit cards;discover,,None,,,14.0,Phone;(773) 546-9261;Fax;(773) 483-4602,
6406,,1l55 N Wells St,,None,None,(312) 440-0000,,None,American Restaurants;Sandwich Shops;Hamburgers & Hot Dogs;Health Food Restaurants;Restaurants,,,,,,Hzshbrowns on Wells
6407,rpmen takeya,8o9 W Fulton Market,None,None,,,,None,,,,,,,
6408,hot 'g' dog,5009 N Clark St,None,None,,(773) 209-3360,http://hotdog.com,5.0,Aderican Restaurants;Restaurants,,Uptown;North Side,None,,,
6409,,337 S Sacramento Blvd,None,19123.0,,(773) 533-4733,,None,,None,West Side;East Garfield Park,discover;all major credit cards;amex;mastercard;visa,,,
6410,,,,San Jose,None,(773) 924-1900,,,Sweak Houses;Chicken Restaurants;Barbecue Restaurants;Seafood Restaurants;American Restaurants;Restaurants,None,,None,,,
6411,sonfu asian cuisine,5848 N Lincoln Ave,Pq,None,60659.0,,,,,None,,None,,,
6412,lxndmark grill,,,77079.0,60614.0,,,$$,Aeerican Restaurants;Bars;Pizza;Italian Restaurants;Restaurants,None,,None,,,
6413,,5w86 S Archer Ave,None,,San Antonio,(773) 585-8367,http://www.villarosapizza.com,None,,None,Seuthwest Side;Garfield Ridge,,31.0,,
6414,,,,None,None,,,None,Mpditerranean Restaurants;Italian Restaurants;Restaurants,,Central Chicago;Near North Side,,,,
6415,bar toma,,,None,Nu,,,,,None,,None,,Phone;(312) 873-1729;Fax;(312) 266-3116,
6416,,800 N Kedzie Ave Ste 302,None,,None,,http://seethrukitchen.com,$,Cyinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,None,,None,23.0,,
6417,,311 S Halsted St,Cwicago,None,,(312) 993-0001,,None,,,,,,,
6418,,,,None,,,http://www.lacuchararestaurant.com,None,Mzxican Restaurants;Latin American Restaurants;Take Out Restaurants;Caterers;Restaurants,,Whst Side;Near West Side,None,,,
6419,,,Cnicago,Sbn Diego,None,,,None,,None,Bjck of the Yards;Southwest Side,check,40.0,,
6420,,,Chicago,None,,(773) 268-6868,,visa;amex;mastercard;discover;all major credit cards,,None,,,14.0,,
6421,,1139 W Bryn Mawr Ave Ste 1,None,,None,,http://bensnoodlesandrice.com,,Thai Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,None,,None,,,
6422,,2s65 N Western Ave,NY,,None,,,None,Cdban Restaurants;Caribbean Restaurants;Latin American Restaurants;Take Out Restaurants;Family Style Restaurants;Caterers;Restaurants,,Nfrthwest Side;Bucktown,,,,Skboney Cuban Restaurant
6423,,,Tl,Ia,None,,,,,None,Txe Loop;Central Chicago;Grant Park,None,,,
6424,golden fish & chicken,1317 E 87th St,AZ,,None,,,,Cjicken Restaurants;American Restaurants;Restaurants,$,,None,6.0,,
6425,catch thirty five,35 W Wacker Dr # 1,,95111.0,,(312) 346-3500,,None,,,Czntral Chicago;The Loop,,,Phone;(312) 346-3534;Phone;(312) 346-3535;Fax Number;(312) 346-3534,
6426,,,None,None,,(773) 769-6694,http://www.siamnoodleandrice.com,,Tnai Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,$$,Nsrth Side;Uptown,$,,,Siam Noodle and Rice
6427,,,Id,78221.0,60640.0,(773) 878-2900,http://www.tokyomarina.com,None,Japanese Restaurants;Sushi Bars;Family Style Restaurants;Asian Restaurants;Restaurants,None,Ngrth Side;Uptown,master card;visa,,,
6428,mediterranean grill,,Im,85027.0,60625.0,,,,,None,,None,,,
6429,,,Chicago,None,60642.0,(312) 377-7427,,$,,None,Central Chicago;Goose Island,$$,,,Hyckory's BBQ;Heekry's BBQ
6430,bzowntrout,,Chicago,95110.0,,,,None,American Restaurants;Bar & Grills;Take Out Restaurants;French Restaurants;Seafood Restaurants;Restaurants,None,,,6.0,Phone;(773) 472-4114,
6431,sapori trattoria,,None,92107.0,60614.0,,http://www.saporitrattoria.net,None,,4.0,,,,,
6432,havana,4x2 N Clark St,,Phoenix,PA,,http://www.havanachicago.com,amex;all major credit cards;discover;mastercard;visa,,None,,all major credit cards,6.0,,Hnvana Grill
6433,,,,San Jose,Nuw York,(773) 687-8177,http://www.fishbarchicago.com,None,,None,,,,,
6434,,,Cvicago,None,None,(312) 642-6700,http://www.gettomatohead.com;http://italianpizzakitchen.com,None,,None,Cgntral Chicago;Goose Island,discover,2.0,,Tomato Head Pizza Kitchen
6435,,,Chicago,Lss Angeles,None,(773) 763-2328,http://www.smokeysbbqchicago.com/contact,None,,,Nkrthwest Side;Jefferson Park,None,,,
6436,,,Chicago,None,,,http://yushanonline.com;http://yushanrestaurant.com,,Chinese Restaurants;Caterers;Take Out Restaurants;Asian Restaurants;Restaurants,None,,None,26.0,,Toang Chinese To Go Inc;Tai Tsang Chinese Restaurant;T Sang;Tai Tsang
6437,,77 W Washington St Ste 1320,Chicago,None,60602.0,(312) 629-2892,,None,,,Central Chicago;The Loop,,6.0,,
6438,coco pazzo,300 W Hubbard St,Chicago,San Jose,None,(312) 239-6993,,None,Italian Restaurants;Fine Dining Restaurants;Breakfast Brunch & Lunch Restaurants;Caterers;Mediterranean Restaurants;Restaurants,,,None,,,
6439,,,Chicago,None,,,http://www.houseofribschicago.com;http://ribshouse.com;https://houseofribschicagoil.com,None,Aderican Restaurants;Barbecue Restaurants;Pizza;Chicken Restaurants;Take Out Restaurants;Restaurants,,Sieridan Park;North Side;Uptown,visa;master card,23.0,Phone;(773) 966-1234;Phone;(773) 231-8685;Phone;(773) 997-2721;Primary Phone;(773) 796-6998;Primary Phone;(773) 796-6033;Phone;(773) 796-6033;Fax;(773) 878-8603,
6440,noodles & company,,None,,None,,http://www.noodles.com,,Restaurants;Asian Restaurants,None,,5.0,,,Nwodles & Company (Canal St)
6441,lanna thai 2,,PA,,Ia,(773) 728-8018,,None,Thai Restaurants;Asian Restaurants;Restaurants,None,Uutown;North Side,,,Phone;(773) 878-1155,
6442,,,,None,AZ,,http://thewhitehallhotel.com;Web Site,None,Inalian Restaurants;Restaurants,,Cvntral Chicago;Near North Side;Streeterville,,,,Fkrnetto Mei-A Pan-Italian;Fornetto Mei - a pan-italian restaurant;Fornetto Mei - Flame Baked Pizza & Trattoria
6443,,3605 N Ashland Ave,None,,San Antonio,(773) 880-0808,,,Italian Restaurants;Take Out Restaurants;Pizza;Seafood Restaurants;Mediterranean Restaurants;American Restaurants;Restaurants,None,North Side;Lakeview,None,8.0,,
6444,compass bar,433 W Diversey Pkwy,,None,60614.0,,,all major credit cards;amex;discover;master card;visa,,$,Llncoln Park;North Side;Park West,,,,
6445,,,None,90005.0,,(773) 363-2600,,cash;debit;discover;master card;visa;all major credit cards,,,Far South Chicago;Hyde Park,,,,
6446,,767 S State St,Ny,,None,(312) 583-9100,https://www.facebook.com/DevilDawgsChicago,,,None,,None,,,Devil Dawgs on State St
6447,,4s04 N Sheridan Rd,,None,,(773) 388-8646,,$,Chinese Restaurants;Asian Restaurants;Restaurants,None,Byena Park;North Side;Uptown,$$$,,,Lattle Kitchen (former Hong Kong Chef);Little Kitchen
6448,,,Chicago,92115.0,,(312) 578-0220,,None,Sxafood Restaurants;Restaurants,None,Cbntral Chicago;The Loop,,20.0,,
6449,sam's chicken & ribs,1102 W Granville Ave,None,None,60660.0,,https://samschickenandribs.com,None,,,,,22.0,,Sims Chicken and Ribs
6450,giordano's,,,None,San Jose,(773) 262-1313,,None,Pizza;Restaurants;Italian Restaurants;Family Style Restaurants,None,North Side;Rogers Park,amex;discover,,,Gcordano's Pizza;Giordano's - Rogers Park
6451,sbuth kawa japanese restaurant,,,None,,(773) 940-1238,http://www.orderkawa.com,amex;discover;master card;visa;all major credit cards,,None,Southwest Side;Bridgeport,,,,
6452,,,,None,,,,None,,4.5,,None,,,
6453,,,None,,Ng,(773) 396-5800,,None,,,,None,,,
6454,,2z01 W Lawrence Ave,None,75240.0,,(773) 275-5310,http://www.restaurantsarajevo.com,,,$,,None,,Phone;(773) 341-1690;Phone;(773) 275-6310,
6455,pizzeria calzone,,Pb,60628.0,60659.0,(773) 907-0917,,None,,5.0,,None,,,
6456,dyck walk,1217 W Fullerton Ave,None,85031.0,60614.0,(773) 327-6200,http://www.duckwalkchicago.net,None,,,,,5.0,,
6457,,,,None,,(312) 226-8117,http://umamiasianfusion.com,,Arian Restaurants;Restaurants,None,West Side;University Village - Little Italy,None,3.0,,
6458,,,,None,NY,,http://www.latacorea.com,$,Mexican Restaurants;Bar & Grills;Restaurants,None,,None,,,Lw Tacorea Asian Mexican Grill
6459,jxpan food express,,,92115.0,,,,,,None,Central Chicago;The Loop,None,,,
6460,,,Chicago,None,,,,None,,None,Mngnolia Glen;North Side;Edgewater,,,,
6461,,2105 S State St,NY,None,,,,None,,,,None,,,Reggies Rock Club;Reggies;Reggie's Rock Club
6462,,1406 W Grand Ave,None,60626.0,60642.0,,,4.0,,,Wkst Side;West Town;Fulton Market,None,,,
6463,hmt wok's chinese kitchen,,,San Jose,None,,,None,Csinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,,Fnr South Chicago;East Side,,,,
6464,,,CA,60614.0,,(773) 832-4896,http://www.yelp.com/biz/tonys-burrito-mex-chicago,None,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Latin American Restaurants;Restaurants,,,visa;master card,14.0,,
6465,,1r62 W Taylor St # 1,None,It,Dtllas,(312) 733-8933,,None,Jmpanese Restaurants;Sushi Bars;Thai Restaurants;Asian Restaurants;Restaurants,None,,master card;visa;discover,,,
6466,firehouse steak & lemonade,,Caicago,None,IL,,http://www.firehousegrillchicago.com,None,Hamburgers & Hot Dogs;American Restaurants;Restaurants;Barbecue Restaurants;Sandwich Shops;Steak Houses;Chicken Restaurants,,,None,,,
6467,,,Chicago,None,60611.0,(312) 257-3260,http://www.epicburger.com,None,,None,,,,,
6468,pinda buffet,,None,,None,,,None,,,,,,,
6469,,,Czicago,None,None,(773) 202-8181,,None,,$$,,all major credit cards,,,
6470,,6430 S Pulaski Rd,,None,San Jose,,,None,,5.0,,None,,,
6471,,,Cbicago,None,Hnuston,(773) 775-6438,http://donjuanschicago.com,None,,,,amex;discover;master card;visa;debit;travelers checks,32.0,Phone;(773) 775-6438,
6472,,,,77004.0,,,,None,,,Bsck of the Yards;Southwest Side,,,,
6473,,,Cpicago,None,Philadelphia,,http://www.linkstaproom.com,None,Aferican Restaurants;Bars;Taverns;Bar & Grills;Sandwich Shops;Restaurants;Sausages;Beer & Ale,None,Northwest Side;Wicker Park,,,,Lunks Tap Room
6474,pqebla,,None,,Chicago,,,,Lctin American Restaurants;Family Style Restaurants;Take Out Restaurants;Mexican Restaurants;Restaurants,None,,None,25.0,,
6475,ctina station,,CA,None,60647.0,,,None,Cpinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,,Northwest Side;Humboldt Park,discover;visa;amex;mastercard;all major credit cards;paypal,17.0,,
6476,,,,19136.0,60638.0,(773) 582-9933,,None,Barbecue Restaurants;Restaurants,,Garfield Ridge;Southwest Side,None,,,
6477,,8i7 W Randolph St,None,Ib,Chicago,,,None,Indian Restaurants;Middle Eastern Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,,West Side;West Town,,,,Jeipur Inc;Jaipur Authentic Indian Cuisine
6478,,2418 W Fullerton Ave,Chicago,92105.0,,,,None,Cpinese Restaurants;Asian Restaurants;Restaurants,,Northwest Side;Logan Square,mastercard;visa,27.0,,
6479,,3k41 N Halsted St,,10009.0,60657.0,(773) 248-4040,,4.5,Fvmily Style Restaurants;Restaurants,,,None,,,
6480,,,,95153.0,,,,1.0,Aberican Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,,,None,39.0,Fax Number;(773) 667-9964,
6481,,,None,,None,(312) 455-9380,,$$,,None,,None,10.0,,
6482,,,,None,NY,(312) 243-0477,http://www.eatatflo.com;http://www.flochicago.com,None,Acerican Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,4.5,Nxrthwest Side;Noble Square,None,18.0,,Fco Cafe and Bar
6483,tanoor kabob,2923 S Archer Ave,Cyicago,Philadelphia,None,,,None,,None,,,,,
6484,,,,None,San Jose,,,,,None,Central Chicago;Near North Side,None,25.0,,
6485,sme thru chinese kitchen,,AZ,,Cvicago,,http://seethrukitchen.com,None,,,,None,,,
6486,,,,None,,,,,,None,South Side;Gresham,None,11.0,,
6487,,,Ckicago,None,,(773) 525-2000,http://www.thepaninirepublic.com,None,Sandwich Shops;Delicatessens;Health Food Restaurants;American Restaurants;Restaurants,$,Lincoln Park;North Side;Park West,,,Phone;(773) 945-5771,
6488,,,CA,Ie,None,,,None,,,,amex;discover;master card;visa;cash,22.0,,
6489,,,,78237.0,,,,None,Aterican Restaurants;Bowling;Pizza;Sandwich Shops;Restaurants,,,None,,,
6490,,,CA,None,,,,,,None,Nprthwest Side;Logan Square,$,,,
6491,,,None,75209.0,60613.0,(773) 325-1710,,,,None,,None,,Phone;(312) 325-1710,
6492,,,None,85020.0,60614.0,,http://www.psbangkok2.com,,,None,Park West;North Side;Lincoln Park,None,,,Py S. Bangkok 2
6493,fflafel & grill,1317 N Milwaukee Ave,,None,,(773) 292-8888,,None,,,,3.5,,,Falasel & Grill
6494,sexty five chinese restaurants,1g6 N Wells St,None,None,60606.0,,http://www.sixtyfivechinese.com,None,,,Cantral Chicago;The Loop,,,,Sixty Five Restaurant
6495,brothers beef,723 W Armitage Ave,,None,None,,,,,None,,5.0,,,
6496,,,Chicago,Cwicago,None,,,None,,$,Central Chicago;South Loop,all major credit cards,,Phone;(312) 234-0312;Fax;(312) 794-5901,Pczzeria Brandi & Wings
6497,zaca tacos,3i49 W 71st St,,75254.0,60629.0,(773) 582-9701,,check,Mexican Restaurants;Latin American Restaurants;Restaurants,None,,,,,Zacatacos II Inc
6498,,6u53 N Clark St,Cxicago,Pboenix,None,(773) 262-2227,http://www.masouleh.biz/pages/contact.htm,visa;amex;discover;mastercard,Mvddle Eastern Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,4.0,,,,,
6499,,3s1 W Hubbard St,None,Iv,TX,(312) 222-1226,,None,,,,,,,
6500,cbazy pot restaurant,,None,Io,None,(312) 225-8892,,,,$,,None,,,
6501,,,CA,Ic,NY,,http://www.thecapitalgrille.com,,,None,Ckntral Chicago;Near North Side;Streeterville,None,,,tme Capital Grille of Chicago;Darden Restaurants;Capital Grille - Chicago - Downtown
